,age,maritalstatus,education,vh14p,vh12g,vh12p,vh10g,vh10p,vh08g,vh08p,vh06g,vh06p,vh04g,vh04p,vh02g,vh02p,vh00g,vh00p,net_worth,home_owner_or_renter,g08_precinct_turnout,g10_precinct_turnout,g12_precinct_turnout,p08_precinct_turnout,p10_precinct_turnout,p12_precinct_turnout,vote_prob
25943,0.8148148148148149,1.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.74,0.73,0.8142857142857143,0.17,0.4,0.29,0.19999999999999996
819,0.38271604938271603,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.68,0.59,0.7285714285714286,0.08,0.21,0.13,0.13333333333333347
23810,0.5185185185185186,1.0,0.7272727272727273,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.62,0.47,0.6142857142857143,0.13,0.21,0.15,0.06666666666666693
6052,0.5061728395061729,0.0,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0,0.7000000000000001,0.66,0.8142857142857143,0.22,0.4,0.23,0.9999999999999997
46540,0.43209876543209874,0.0,0.36363636363636365,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.25,1.0,0.68,0.52,0.7,0.08,0.19,0.11,0.3999999999999998
24170,0.037037037037037035,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.44,0.29,0.4142857142857143,0.04,0.09,0.07,0.0
32565,0.5185185185185186,0.0,0.4545454545454546,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.74,0.62,0.7142857142857144,0.14,0.27,0.15,0.4
2486,0.7530864197530864,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.67,0.58,0.6428571428571428,0.15,0.28,0.16,0.33333333333333326
15642,0.3703703703703704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74,0.67,0.7285714285714286,0.17,0.35000000000000003,0.32,0.4666666666666665
10774,0.2345679012345679,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,0.45,0.5857142857142856,0.07,0.14,0.07,0.0
9723,0.12345679012345678,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5700000000000001,0.45,0.5714285714285716,0.1,0.15,0.1,0.06666666666666661
46286,0.8148148148148149,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.49,0.38,0.4857142857142858,0.11,0.11,0.1,0.6000000000000001
8362,0.1111111111111111,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.29,0.21,0.17142857142857143,0.03,0.05,0.04,0.0
31774,0.20987654320987653,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.58,0.49,0.5571428571428572,0.12,0.18,0.13,0.0
36519,0.654320987654321,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.625,0.0,0.5,0.38,0.5999999999999999,0.04,0.09,0.08,0.1333333333333335
44013,0.7901234567901234,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.625,0.0,0.6,0.54,0.7142857142857144,0.09,0.19,0.13,0.33333333333333337
24852,0.3703703703703704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.64,0.5,0.6428571428571428,0.08,0.15,0.12,0.06666666666666665
1453,0.2962962962962962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.66,0.64,0.7571428571428573,0.23,0.34,0.26,0.1333333333333335
48403,0.08641975308641975,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6900000000000001,0.63,0.7285714285714286,0.16,0.29,0.21,0.0
42240,0.2962962962962962,0.5,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.66,0.5,0.6285714285714286,0.08,0.16,0.11,0.33333333333333315
229,0.2962962962962962,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5700000000000001,0.41,0.5857142857142856,0.03,0.1,0.05,0.06666666666666665
31985,0.7407407407407407,0.5,0.36363636363636365,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.64,0.54,0.6142857142857143,0.16,0.28,0.15,0.4666666666666667
43436,0.2345679012345679,1.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,1.0,0.48,0.36,0.38571428571428584,0.1,0.12,0.09,0.0
12122,0.4074074074074074,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.38,0.29,0.3000000000000001,0.08,0.11,0.09,0.0
48816,0.4938271604938271,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.875,0.0,0.64,0.56,0.6428571428571428,0.11,0.23,0.1,0.19999999999999993
539,0.48148148148148145,0.0,0.7272727272727273,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.7000000000000001,0.66,0.7428571428571429,0.29,0.4,0.34,0.6
20808,0.4567901234567901,1.0,0.7272727272727273,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.67,0.53,0.6857142857142857,0.11,0.2,0.13,0.2666666666666669
23257,0.43209876543209874,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.68,0.56,0.6857142857142857,0.11,0.21,0.1,0.20000000000000018
29033,0.5555555555555556,1.0,0.6363636363636364,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.125,1.0,0.62,0.52,0.6285714285714286,0.13,0.21,0.14,0.266666666666667
15912,0.34567901234567894,0.0,0.7272727272727273,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.61,0.49,0.5999999999999999,0.1,0.19,0.09,0.6666666666666663
25753,0.09876543209876543,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.64,0.56,0.6857142857142857,0.12,0.21,0.15,0.0
4800,0.6790123456790123,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8200000000000001,0.78,0.8142857142857143,0.24,0.43,0.28,0.8
43109,0.06172839506172839,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7000000000000001,0.66,0.7,0.14,0.37,0.22,9.579461897445408e-18
19723,0.13580246913580246,0.5,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.41,0.24,0.35714285714285726,0.08,0.08,0.08,0.1333333333333334
16735,0.2839506172839506,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.75,0.6,0.7,0.13,0.25,0.13,0.13333333333333328
36142,0.5185185185185186,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.77,0.77,0.8285714285714285,0.34,0.47,0.34,0.3333333333333334
42952,0.13580246913580246,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.74,0.62,0.7142857142857144,0.18,0.25,0.2,0.06666666666666662
35529,0.20987654320987653,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,1.0,0.61,0.47,0.5999999999999999,0.08,0.17,0.11,0.0666666666666666
37852,0.271604938271605,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.65,0.5700000000000001,0.6857142857142857,0.17,0.24,0.18,0.3333333333333334
1452,0.2962962962962962,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.63,0.47,0.5999999999999999,0.1,0.15,0.1,0.6
26311,0.14814814814814814,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.38,0.39999999999999997,0.09,0.13,0.07,0.20000000000000018
13898,0.4197530864197531,0.5,0.18181818181818182,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.73,0.7000000000000001,0.7428571428571429,0.24,0.4,0.25,0.4666666666666669
47591,0.46913580246913583,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.56,0.44,0.5571428571428572,0.07,0.13,0.1,0.06666666666666661
33574,0.5925925925925926,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.375,1.0,0.68,0.64,0.7714285714285714,0.23,0.36,0.21,0.7333333333333334
40484,0.8148148148148149,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.62,0.53,0.6571428571428573,0.16,0.27,0.19,0.3333333333333336
17892,0.30864197530864196,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.21,0.13,0.028571428571428636,0.03,0.04,0.04,0.0
21396,0.14814814814814814,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.85,0.76,0.8,0.34,0.46,0.31,0.0
39033,0.012345679012345678,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.65,0.5,0.6571428571428573,0.15,0.26,0.19,0.0
31649,0.2962962962962962,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.52,0.37,0.42857142857142855,0.08,0.12,0.08,0.13333333333333325
17986,0.4938271604938271,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.125,1.0,0.45,0.38,0.5285714285714287,0.08,0.09,0.08,0.40000000000000013
16397,0.6790123456790123,1.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.65,0.54,0.6571428571428573,0.13,0.24,0.16,0.20000000000000018
37532,0.19753086419753085,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.65,0.63,0.8,0.12,0.29,0.14,0.06666666666666662
14518,0.43209876543209874,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.55,0.43,0.5571428571428572,0.07,0.13,0.1,0.20000000000000004
47375,0.19753086419753085,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.51,0.41,0.5428571428571429,0.06,0.14,0.09,0.0
30127,0.13580246913580246,0.5,0.09090909090909091,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.63,0.56,0.7285714285714286,0.11,0.23,0.15,0.3333333333333334
41378,0.2222222222222222,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.7000000000000001,0.5700000000000001,0.6857142857142857,0.09,0.22,0.12,0.2
22197,0.7407407407407407,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.66,0.58,0.6428571428571428,0.16,0.26,0.19,0.9999999999999998
27896,0.09876543209876543,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.61,0.5700000000000001,0.6285714285714286,0.2,0.32,0.25,0.1333333333333331
25403,0.6790123456790123,1.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.62,0.48,0.6142857142857143,0.11,0.17,0.15,0.20000000000000018
41463,0.037037037037037035,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.74,0.63,0.7428571428571429,0.15,0.28,0.17,0.0666666666666666
39847,0.20987654320987653,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.46,0.33,0.4142857142857143,0.07,0.1,0.08,0.19999999999999968
22507,0.20987654320987653,1.0,0.09090909090909091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.51,0.37,0.5142857142857145,0.05,0.1,0.06,0.26666666666666694
39197,0.43209876543209874,1.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.66,0.5700000000000001,0.6857142857142857,0.15,0.28,0.15,0.13333333333333344
25125,0.2962962962962962,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7000000000000001,0.66,0.8142857142857143,0.22,0.4,0.23,0.13333333333333322
18352,0.13580246913580246,1.0,0.6363636363636364,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.65,0.53,0.7285714285714286,0.09,0.21,0.12,0.3333333333333335
11447,0.037037037037037035,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.64,0.5,0.5999999999999999,0.09,0.19,0.1,0.0
33115,0.5185185185185186,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.6900000000000001,0.56,0.6857142857142857,0.11,0.21,0.15,0.26666666666666705
17991,0.5555555555555556,1.0,0.36363636363636365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.125,0.5,0.47,0.33,0.3714285714285715,0.06,0.1,0.06,0.20000000000000032
20072,0.16049382716049382,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.49,0.33,0.5,0.04,0.09,0.05,0.0666666666666666
27889,0.4197530864197531,1.0,0.09090909090909091,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.54,0.39,0.5714285714285716,0.05,0.11,0.07,0.5333333333333334
35444,0.5432098765432098,1.0,0.36363636363636365,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.73,0.5700000000000001,0.7857142857142856,0.2,0.32,0.21,0.46666666666666645
25244,0.6666666666666667,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.625,0.0,0.79,0.72,0.7857142857142856,0.23,0.42,0.29,0.3333333333333336
45487,0.46913580246913583,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.6,0.5,0.6285714285714286,0.1,0.21,0.12,0.0666666666666667
41633,0.9876543209876543,1.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,1.0,0.61,0.47,0.5999999999999999,0.08,0.17,0.11,0.1333333333333334
47180,0.18518518518518517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.64,0.55,0.6571428571428573,0.1,0.22,0.11,0.19999999999999987
42246,0.16049382716049382,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.72,0.64,0.7428571428571429,0.15,0.29,0.19,0.2
43778,0.5802469135802468,1.0,0.18181818181818182,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.67,0.54,0.6714285714285715,0.13,0.24,0.13,0.5333333333333334
30837,0.5308641975308641,0.0,0.4545454545454546,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.68,0.58,0.7,0.11,0.22,0.11,0.7333333333333334
20146,0.3209876543209877,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.78,0.72,0.7714285714285714,0.25,0.41,0.25,2.1387888031132207e-17
42864,0.3209876543209877,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.72,0.59,0.6857142857142857,0.13,0.22,0.14,0.2666666666666667
42171,0.6049382716049383,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.78,0.75,0.8285714285714285,0.21,0.44,0.25,0.266666666666667
9888,0.5432098765432098,1.0,0.36363636363636365,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.375,0.0,0.56,0.41,0.4857142857142858,0.15,0.13,0.14,0.40000000000000013
21228,0.34567901234567894,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.38,0.5714285714285716,0.06,0.12,0.09,0.3999999999999999
18615,0.6666666666666667,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.64,0.56,0.7,0.09,0.22,0.12,0.6666666666666665
28432,0.04938271604938271,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.77,0.68,0.7714285714285714,0.19,0.34,0.2,0.13333333333333325
11814,0.35802469135802467,0.0,0.09090909090909091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.75,0.73,0.7857142857142856,0.36,0.48,0.38,0.3333333333333336
31507,0.3703703703703704,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0,0.53,0.38,0.5714285714285716,0.07,0.14,0.09,0.7999999999999998
32810,0.04938271604938271,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.73,0.65,0.7714285714285714,0.16,0.29,0.16,0.06666666666666661
14571,0.5061728395061729,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8300000000000001,0.79,0.8571428571428572,0.26,0.41,0.27,0.5999999999999996
12521,0.691358024691358,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,0.0,0.53,0.44,0.5,0.08,0.12,0.07,0.7333333333333332
43559,0.8148148148148149,0.0,0.36363636363636365,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.625,0.0,0.6900000000000001,0.6,0.7285714285714286,0.13,0.25,0.16,0.6666666666666667
42243,0.08641975308641975,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.65,0.54,0.6857142857142857,0.14,0.23,0.15,0.06666666666666667
2707,0.07407407407407407,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.59,0.45,0.5714285714285716,0.1,0.18,0.11,0.0
28177,0.012345679012345678,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.63,0.49,0.5999999999999999,0.18,0.18,0.15,0.06666666666666657
23124,0.7407407407407407,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.73,0.61,0.7428571428571429,0.13,0.27,0.17,0.20000000000000012
48186,0.691358024691358,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.0,0.78,0.75,0.8285714285714285,0.21,0.44,0.25,0.933333333333333
16404,0.5185185185185186,0.0,0.36363636363636365,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.875,0.0,0.48,0.38,0.39999999999999997,0.08,0.12,0.08,0.5333333333333331
18445,0.8518518518518519,1.0,0.7272727272727273,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.62,0.56,0.6571428571428573,0.17,0.24,0.17,0.20000000000000043
5337,0.3333333333333333,0.0,0.8181818181818182,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.68,0.59,0.7,0.16,0.29,0.21,0.3333333333333334
30809,0.39506172839506165,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.77,0.71,0.8,0.3,0.39,0.3,0.3333333333333334
38597,0.5802469135802468,1.0,0.36363636363636365,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.0,0.61,0.52,0.6285714285714286,0.15,0.25,0.14,0.8666666666666664
10423,0.5925925925925926,0.0,0.18181818181818182,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.75,0.66,0.7571428571428573,0.23,0.32,0.25,0.6666666666666665
16566,0.09876543209876543,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.78,0.72,0.7714285714285714,0.25,0.41,0.25,0.0
13570,0.24691358024691357,1.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.53,0.41,0.5571428571428572,0.1,0.13,0.1,6.744218203385696e-17
42942,0.5432098765432098,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0,0.54,0.4,0.5428571428571429,0.05,0.1,0.07,0.9999999999999998
29754,0.39506172839506165,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76,0.75,0.8285714285714285,0.3,0.45,0.31,0.5999999999999998
9320,0.3703703703703704,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.72,0.62,0.7857142857142856,0.17,0.35000000000000003,0.23,0.19999999999999993
33587,0.5432098765432098,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5700000000000001,0.49,0.5142857142857145,0.19,0.28,0.18,0.13333333333333341
